"isbn","title","author","summary","pages","year","language","publisher","subjects","genres"
"3-423-70635-X","Schattenkinder","Haddix, Margaret Peterson","Irgendwann in der Zukunft: Luke führt ein Schattendasein, denn niemand darf von seiner Existenz wissen. Da lernt er Jen kennen, die sein Schicksal teilt, aber bereit ist, für ihr Leben zu kämpfen.","175","2004","ger","Dt. Taschenbuch-Verl.","Männliche Jugend; Existenz; Geheimhaltung","Jugendbuch"
"3-423-70639-2","Kleiner König Kalle Wirsch","Michels, Tilde","In einem geheimnisvollen Reich tief in der Erde herrscht Kalle Wirsch über das Volk der Erdmännchen.","286","2003","ger","Dt. Taschenbuch-Verl.","Zwerg; Abenteuer","Kinderbuch"
"3-423-70662-7","David down under","Mayall, Felicitas","Auf der Suche nach seinem Vater, der die Familie verlassen hat, macht David viele Erfahrung, die ihm helfen, auch den Weg zu sich selbst zu finden.","268","2001","ger","Dt. Taschenbuch-Verl.","Vatersuche","Jugendbuch"
"3-423-75016-2","Vamperl soll nicht alleine bleiben","Welsh, Renate","Fra Lizzy findet, daß Vamperl endlich eine Vampeline braucht. Doch ihre Suchaktionen bleiben erfolglos.","95","2002","ger","Dt. Taschenbuch-Verl.","Vampir; Säugling","Kinderbuch"
"3-423-75047-2","Das Bären-ABC","Mai, Manfred","Alle Bären wollen in die Schule.","46","1996","unb","Dt. Taschenbuch-Verl.","Bär; Alphabet","Kinderbuch"
"3-430-18905-5","Wer nicht kämpft hat schon verloren","Süssmuth, Rita","In ihrem Rückblick schildert die Autorin den Weg von der Professorin zur leidenschaftlichen Politikerin sowie ihre persönlichen Erfahrungen mit Möglichkeiten und Widerständen politischen Handelns. Die Arbeit der Regierung, auch das spezifische Machtgefüge der Ära Kohl, unterzieht sie einer kritischen Analyse. In den Bibl. ist nur das schon ältere Porträt von Salentin, IDN 1697 in 28,43,72. Vorlaufex. für 51.","285","2000","unb","Econ-Verl.","","Autobiografie"
"3-440-09696-3","Welches Tier lief denn hier?","Bergenholtz, Björn","Sachbilderbuch über eine spannende Spurensuche mit Tierspuren in Originalgröße. Ab 6.","33","2003","ger","Kosmos","Tiere; Spur","Kindersachbuch"
"3-440-10091-X","Tierstimmen im Wald","Dreyer, Wolfgang","NB-Angebot: Preiswerte Neuausgabe einer Medienkombination bestehend aus einem knappen Führer zu den wichtigsten Waldtieren und -pflanzen sowie einer CD mit Tierstimmen. Angesichts des ständigen Bedarfs für Medienpakete auch zusätzlich zu der gut genutzten Ausgabe 1996 (DSN=264938, in 051,143) und dem umfassenderen ""Der Wald und seine Stimmen"" von 2001 (DSN=3220082, in 051,147) empfohlen. - V051 + 112,117,132,133,145,150 Sonderetat BSO.","96","2006","ger","Franckh-Kosmos","Waldpflanzen; Waldtiere","Bestimmungsbuch"
"3-442-07297-2","Wahnsinn, der das Herz zerfrisst","Kinkel, Tanja","Die aussichtslose Liebesbeziehung von Lord Byron zu seiner Halbschwester Augusta.","380","1990","ger","Goldmann","","Fiktionale Darstellung"
"3-442-43400-9","Nachtmahr","Rice, Anne","Lestat de Lioncourt, der Vampir, tauscht mit einem Sterblichen den Körper.","538","1996","ger","Wilhelm Goldmann","Vampir","Fiktionale Darstellung"
"3-442-72011-7","Und Nietzsche weinte","Yalom, Irvin D.","Die fiktive Begegnung Nietzsches mit dem berühmten Wiener Arzt Josef Breuer, Freund und Förderer des jungen Sigmund Freud. Roman über die Frühgeschichte der Psychotherapie.","442","1996","unb","Goldmann","","Fiktionale Darstellung; Fiktionale Darstellung"
"3-442-72119-9","Gute Knochen","Atwood, Margaret","In rund 27 Prosatexten stellt die kanadische Autorin (Jg. 1939) das Rollenverständnis von Frauen und Männern sowohl kritisch als auch sehr ironisch und amüsant in Frage.","141","1997","ger","btb","Prosa","Anthologie"
"3-442-72173-3","Ebbe und Flut","Korschunow, Irina","Gesellschaftsroman über Besitzer und Gäste eines Nobelhotels auf einer Nordseeinsel.","282","1997","ger","btb","Hotel; Familie","Fiktionale Darstellung"
"3-442-72795-2","Gefährliche Geliebte","Murakami, Haruki","Hajime betreibt in Tokio zwei Jazzkneipen. Er führt ein geordnetes bürgerliches Leben, bis er eine nie vergessene Freundin aus Kindertagen wiedersieht.","217","2002","ger","btb","Besitzer; Jugendliebe","Fiktionale Darstellung"
"3-446-19818-0","Einst in Europa","Berger, John","Im Rückblick einer alten Frau wird der Untergang einfachen bäuerlichen Daseins, der Verlust unbeschwerter Kindheit und Jugend und die Härte des ständig vom Tod überschatteten Lebens geschildert.","120","1999","unb","Hanser","Ländlicher Raum; Eisenhüttenwerk; Arbeiter; Junge Frau; Liebesbeziehung; Arbeiter; Russen","Fiktionale Darstellung; Fiktionale Darstellung"
"3-446-19909-8","Adrienne Mesurat","Green, Julien","Im Literarischen Quartett am 15.12.00 besprochen. Neuübersetzung.","310","2001","unb","Hanser","Provinz; Kleinbürger; Alltag; Monotonie; Junge Frau; Liebe; Unglück","Fiktionale Darstellung; Fiktionale Darstellung"
"3-448-07511-6","Fallen und Irrtümer im Arbeitsrecht","Kaufmann-Jirsa, Stephanie","Der Ratgeber behandelt aus Arbeitgebersicht Probleme und Irrtümer im Arbeitsverhältnis (Von der Einstellung bis zur Kündigung und zum Arbeitszeugnis). Auch für Arbeitnehmer informativ. Klar strukturiert. Mit Tipps. Die beigefügte CD-ROM enthält Textbausteine für den Arbeitsvertrag, Musterschreiben, Checklisten. Gesetze. V051.","199","2007","ger","Haufe","Arbeitsverhältnis; Arbeitsverhältnis","Ratgeber; Formularsammlung; CD-ROM"
"3-451-04292-4","Zeiten mit Kindern","Bettelheim, Bruno","Ein Bettelheim-Reader, Zusammenstellung zentraler Thesen vor allem aus seinen Büchern ""Kinder brauchen Märchen"", ""Kinder brauchen Bücher"", ""Ein Leben für Kinder"" und ""Erziehung zum Überleben"". Als erste Hinführung gut brauchbar. Nach Bedarf bis","158","1994","unb","Herder","Erziehung; Erziehung","Ratgeber"
"3-451-70547-8","Sinopah und das Pony","Recheis, Käthe","Der Indianerjunge Sinopah wünscht sich nichts sehnlicher als ein eigenes Pferd. Zum glücklichen Ende bekommt er eines von einem alten Indianer geschenkt, den Sinopahs Stamm bei sich aufgenommen hat. Bis es allerdings soweit ist, muss sich Sinopah bewähren und zugeben, einen Fehler gemacht zu haben. Über die Lebensweise (traditionell lebender) Indianer/-innen aus Kindersicht geht es hier und um das Zusammenleben mit anderen, das manchmal Mut erfordert und es nötig macht, eigene Fehler einzugestehen. Und auch, dass die Großzügigkeit anderer das Eingestehen leichter macht. Der zeitlose Charme der über 40-jährigen Geschichte nimmt auch heute noch für sie ein. Vorliegende Ausgabe (zuletzt erschienen in ""Die Kinder der Prärie und andere Indianergeschichten"", BA 6/00) ist hübsch illustriert und lesefreundlich gestaltet (kurze Kapitel, große Schrift und reichlich Zeilenabstand). Zum Selbst- und Vorlesen breit empfohlen.","92","2004","ger","Kerle bei Herder","Junge; Pony","Kinderbuch"
"3-453-02460-5","Das verpasste Schiff","Danella, Utta","Ein turbulentes Traumschiff-Abenteuer.","125","1986","ger","Heyne","Kreuzfahrt","Fiktionale Darstellung"
"3-453-13237-8","Bruder Cadfael und die schwarze Keltin","Peters, Ellis","Neue Abenteuer des Benediktinermönchs und Privatdetektivs.","412","1997","ger","Heyne","Mönch; Kriminalfall; Benediktinerkloster; Kriminalfall","Fiktionale Darstellung; Fiktionale Darstellung"
"3-453-15024-4","Das französische Testament","Makine, Andreï","In Sibirien erzählt eine Großmutter ihrem Enkel von ihrer Kindheit im Paris der Jahrhundertwende. IK: Kindheit/Rußland","332","1999","ger","Diana-Verl.","Junge; Großmutter; Französin; Junger Mann; Identitätsfindung; Russen","Fiktionale Darstellung; Fiktionale Darstellung"
"3-453-17135-7","Das große Reimlexikon","Pössiger, Günter","Nachbeschaffungstitel. Frühere Ausg. v. 1988 (dok=0543869000, in 12 Ex. vh.) Alte Rechtschreibung wurde nicht umgestellt. Trotzdem werden Hobbydichter gerne auf den Titel zurückgreifen. Vorlaufex. f. 51.","767","2000","unb","Heyne","Deutsch; Reim","Wörterbuch"
"3-453-21524-9","Ayla und die Mammutjäger","Auel, Jean M.","Das Steinzeitmädchen Ayla gerät in einen Konflikt zwischen zwei Männern. Forts.v.: Das Tal der Pferde.","789","2002","ger","Heyne","Paläolithikum; Indigenes Volk","Fiktionale Darstellung"
"3-455-11330-3","Joschka Fischer","Schwelien, Michael","Nach der eher wohlwollenden Darstellung von Krause-Burger, IDN 135263, IDN 232747, IDN 236701, nun die erste kritische Biographie, so der Autor, ein früherer Weggefährte Fischers aus Frankfurter Spontitagen und heutiger ZEIT-Journalist. Er erklärt Fischers Politikstil und Machtinstinkt vor allem aus den Stürmen seiner Biographie. Da er viele Details aus Fischers Privatleben beschreibt und ihm dabei ziemlich nahe tritt, sollte dieses Buch Diskussionen auslösen. Vorlaufex. für 51.","316","2000","unb","Hoffmann & Campe","","Biografie"
"3-458-14573-7","Die Geschichten von Garibaldi","Huch, Ricarda","Das Leben von Giuseppe Garibaldi.","573","1987","ger","Insel-Verl.","","Fiktionale Darstellung"
"3-458-32330-9","Die Aufzeichnungen des Malte Laurids Brigge","Rilke, Rainer Maria","Bekenntnisse eines dänischen Dichters, der unter bedrückenden äußeren Verhältnissen in Paris lebt.","226","1982","ger","Insel-Verl.","Schriftsteller; Dänen","Fiktionale Darstellung"
"3-458-32793-2","Agnes Grey","Brontë, Anne","Agnes Grey muß sich im viktorianischen England ihren Lebensunterhalt als Gouvernante verdienen.","275","2006","ger","Insel-Verl.","Gouvernante","Fiktionale Darstellung"
"3-458-34003-3","Die Kreutzersonate","Tolstoj, Lev Nikolaevič","Eine Ehe- und Gesellschaftsnovelle.","191","1989","ger","Insel","Adel; Ehe; Eifersucht","Fiktionale Darstellung"
"3-458-34018-1","Der Schimmelreiter","Storm, Theodor","Im Kampf gegen den Widerstand der rückschrittlichen Bauern ist der geniale Deichgraf Hauke Haien schließlich unterlegen.","224","1990","ger","Insel-Verl.","Deichbau; Deichbruch","Fiktionale Darstellung"
"3-458-34020-3","Mozart auf der Reise nach Prag","Mörike, Eduard","Eine unerwartete Begegnung Mozarts mit Verehrern seiner Kunst.","134","1991","ger","Insel","Reise","Fiktionale Darstellung"
"3-462-02731-X","Im Westen nichts Neues","Remarque, Erich Maria","Antimilitärischer Roman, der die Wirklichkeit des 1. Weltkrieges aus derPerspektive der Betroffenen zeigt.","218","2002","ger","Kiepenheuer & Witsch","Soldat; Weltkrieg <1914-1918>; Westfront","Fiktionale Darstellung"
"3-462-03606-8","Der Dativ ist dem Genitiv sein Tod","Sick, Bastian","Neues aus der Sprachkolumne ""Zwiebelfisch"". Der Band 1 des gleichnamigen Titels, DSN=3228979, 051(2 Ex.), 19 ZWS, sehr gut entliehen, wurde ebenfalls als Superhit angeboten.","267","2005","ger","Kiepenheuer & Witsch","Deutsch; Sprache","Aufsatzsammlung"
"3-464-20914-8","Sequenzen - Übungsgrammatik: Deutsch als Fremdsprache","Frey, Evelyn","Grammatikstrukturen aus dem lebendigen Textzusammenhang abzuleiten und zu üben - das ist Ziel des vorliegenden Übungsbuches einschließlich der CD mit Hörtexten. Es bietet lehrwerkübergreifend Lernstoff für die Niveaustufen A1, A2, B1. Jede Lernstufe ist optisch abgesetzt und bereitet auf die entsprechenden Prüfungen (Start 1 und 2 und Zertifikat Deutsch) vor. Abwechslungsreiche Übungen unterschiedlichen Schwierigkeitsgrades (Leerzeilen!). Die Comicfigur Flynn fungiert als Lernbegleiter und erteilt in Form von Sprechblasen Lerntipps. Im Anhang eine Grammatikhilfe für jede Sequenz und ein deutsch-englisches Glossar. Sehr empfehlenswert, auch zum Selbstlernen. V051(3 Ex.)","200","2005","ger","Cornelsen","Deutsch; Fremdsprache; Grammatik","Aufgabensammlung"
"3-468-79124-0","Berlitz - Spanisch in 60 Minuten","Beckerman, Howard","Dieser kleine Spanischkurs mit viel Musik erfüllt die Wünsche der Benutzer, die keine Zeit haben und sich nur ""nebenbei"" im Auto o.Ä. in die fremde Sprache einhören wollen. Wer auf das Schriftliche nicht ganz verzichten möchte findet im Beiheft die Texte der CD, ein Vokalverzeichnis mit rund 200 Wörtern und eine Minigrammatik.Vgl. Parallelausgaben in Französisch und Italienisch. Nach ID. V051","56","2003","ger","Berlitz-Publ.","Spanisch","Sprachführer"
"3-473-32744-1","Wir entdecken unsere Sinne","Weinhold, Angela","Wie funktioniert das Auge? Wozu sind Tränen da? Wie entsteht ein Ton? Was haben Schmecken und Riechen miteinander zu tun? Dieses Buch zeigt, wie unsere 5 Sinne funktionieren, wie sie zusammenspielen und wie sie sich manchmal täuschen lassen.","16","2005","ger","Ravensburger Buchverl.","Sinne","Kindersachbuch"
"3-473-33252-6","Die Uhr und die Zeit","Weinhold, Angela","Wieder ein Titel aus der beliebten Reihe ""Wieso? Weshalb? Warum?"" Hier geht es u.a. um folgende Fragen:Warum gibt es Tag und Nacht? Wie liest man die Uhr? Wer hat die genaueste Zeit? Reihenüblich mit Spiralbindung und Klappen zum Öffnen. Nachfrage zum Thema! V019","7","2006","ger","Ravensburger","Zeitmessung","Kindersachbuch"
"3-473-33302-6","Experimentieren und Entdecken","Weinhold, Angela","Mit einer Vielzahl von Experimenten können Kinder herausfinden, wie die Natur und ihre Gesetze funktionieren. Wie schwer ist Luft? Was ist Wasser? Warum ist Meerwasser salzig? Ab 5.","18","2006","ger","Ravensburger Buchverl.","Natur; Experiment","Kindersachbuch"
"3-473-33303-4","Rund um die Berufe","Trapp, Kyrima","Ein erster Einblick in die Berufswelt. Über 40 Berufe aus den Bereichen Natur und Tiere, Gesundheitswesen, Information und Unterhaltung, Industrie und Handel, Lehre und Forschung werden vorgestellt. Ab 5.","7","2004","ger","Ravensburger Buchverl.","Berufsbild; Beruf","Kindersachbuch; Sachbilderbuch"
"3-473-33926-1","Wo ist dein Besen, kleine Hexe?","Uebe, Ingrid","Bei Mondschein auf dem Besen durch den Wald zu reiten fand die kleine Hexe toll, doch eines Tages war ihr Besen fort.","28","1997","ger","Ravensburger Buchverlag","Hexe; Hexe; Besen; Suche","Kinderbuch; Bilderbuch"
"3-473-34478-8","Die Meute","Pausewang, Gudrun","Schmerzlich muss Paul erkennen, dass sein geliebter Großvater ein alter Nazi ist und mit der neu gegründeten Jungen-""Meute"" verhängnisvolle Ideale aufleben lässt. Nur mit Mühe kann Paul sich dem Großvater, dem Gruppensog und der aufflammenden Gewalt widersetzen. Ab 12.","223","2006","ger","Ravensburger Buchverl.","Dorf; Großvater; Rechtsradikaler; Enkel; Beeinflussung","Jugendbuch"
"3-473-35253-5","Hoffentlich schreibst du recht bald","Vinke, Hermann","Der Briefwechsel zwischen der Wiederstandskämpferin Sophie Scholl und dem Offizier Fritz Hartnagel ist Zeugnis einer tiefen Freundschaft. Ab 14.","317","2006","ger","Ravensburger Buchverl.","","Jugendsachbuch; Jugendsachbuch"
"3-473-36026-0","Ätze, das Tintenmonster","Scheffler, Ursel","Ätze, das grausigste Monster der Welt, liebt alles was schaurig und scheußlich ist und Tinte braucht er so nötig wie ein Vampir Blut.","35","2004","ger","Ravensburger Buchverl.","Ungeheuer","Kinderbuch"
"3-473-36085-6","Detektivgeschichten zum Mitraten","Lenk, Fabian","Der dicke Paul ist aus dem Gefängnis entkommen. Kurz darauf wird im Uhrengeschäft von Tobis Eltern eingebrochen. Kann Tobi den Täter überführen? Drei Detektivgeschichten zum Mitraten für kleine Spürnasen.","35","2005","ger","Ravensburger Buchverl.","Kriminalrätsel","Anthologie; Kinderbuch"
"3-491-38053-7","Wenn es Frühling wird","Binder, Dagmar","Sachinformationen zu den Festen, Bräuchen und Naturereignissen, Spiel- und Bastelanleitungen sowie alte und neue Lieder mit Griffbezeichnungen für Gitarre.","94","2002","ger","Patmos","Frühjahr","Anthologie; Kinderbuch"
"3-492-04146-9","Herrn Kukas Empfehlungen","Knapp, Radek","Der junge kultivierte Pole Waldemar landet auf seiner 1. Reise in den goldenen Westen in Wien. Zunächst ganz unbekümmert, macht er bald Bekanntschaft mit der Dekadenz der österreichischen Metropole sowie den kriminellen Aktionen seiner eigenen Landsleute.","250","2000","unb","Piper","Junger Mann; Taugenichts","Fiktionale Darstellung"
"3-492-04279-1","Novecento","Baricco, Alessandro","Geschichte eines Pianisten, der sein ganzes Leben auf dem Ozean verbringt.","82","1999","ger","Piper","Pianist; Fahrgastschiff; Findelkind; Pianist; Genie","Fiktionale Darstellung; Fiktionale Darstellung"
"3-492-22018-5","Das Geheimnis der Pineta","Fruttero, Carlo","In einer Feriensiedlung für betuchte Bürger an der toskanischen Küste häufen sich die Vermißtenmeldungen. - Ein geistreich-amüsanter Gesellschaftsroman mit kriminalistischem Einschlag.","448","2005","ger","Piper","Kriminalfall","Fiktionale Darstellung"
"3-499-11302-3","Alle Menschen sind sterblich","Beauvoir, Simone de","Ein unsterblicher Abenteurer erlebt Jahrhunderte und muß erkennen, daß alles Menschenwerk eitel und der Tod eine Gnade ist.","476","2004","ger","Rowohlt-Taschenbuch-Verlag","Unsterblichkeit; Zeitreise","Fiktionale Darstellung"
"3-499-14770-X","Das Treffen in Telgte","Grass, Günter","Im westfälischen Wallfahrtsort Telgte trifft sich im Jahre 1647 eine kleine Gruppe von barocken Dichtern deutscher Sprache.","251","1981","ger","Rowohlt","Dreißigjähriger Krieg; Kriegsende; Schriftsteller","Fiktionale Darstellung"
"3-499-14844-7","Symphonie pathétique","Mann, Klaus","Klaus Mann entwirft in diesem Roman ein Lebensbild des Komponisten Peter Iljitsch Tschaikowsky.","281","1981","ger","Rowohlt-Taschenbuch-Verl.","","Belletristische Darstellung"
"3-499-14996-6","Kind dieser Zeit","Mann, Klaus","Erinnerungen von Klaus Mann (1906-1949), dem ältesten Sohn von Thomas Mann, an seine Kindheit und Jugend in unruhiger Zeit 1914-24.","197","1982","ger","Rowohlt","","Autobiographie 1906-1924"
"3-499-16351-9","Musik","Neubauer, Günther-Armin","Das Lexikon informiert verständlich und zuverlässig über Elemente und Formen des Musiklebens, gibt Antwort auf Fragen nach der Wiener Klassik, Blues, Kadenz, Sonate, Oper, Musical, Notation, Satztechnik , Instrumententypen u.v.a. Allerdings fehlen Begriffe, nach denen vor allem Jugendliche fragen, wie z.B. Charts, Klezmer, Grunge, Salsa, Karaoke. Zur Erstinformation gut geeignet, ersetzt jedoch kein umfassendes Fachlexikon.","425","1994","unb","Rowohlt","Musik","Wörterbuch"
"3-499-20781-8","Philipp Otto Runge: Die Hülsenbeckschen Kinder","Blaich, Ute","siehe idn 66643","125","1995","unb","Rowohlt","","Jugendsachbuch"
"3-499-22189-6","Der Fremde","Camus, Albert","Ein Mann zerreißt alle menschlichen und göttlichen Bindungen, um sich allein auf die Suche nach dem Glück der Freiheit zu begeben.","142","2006","ger","Rowohlt","Mord; Todesstrafe; Angestellter; Franzosen","Fiktionale Darstellung; Fiktionale Darstellung"
